,DISTRICT_id,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N),COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,ASVAB_STATUS
1126,234905,H,Rural,42,Rural-Distant,N,'234,'07,'234905,MARTINS MILL ISD,VAN ZANDT,N,N, 
1127,234906,D,Other Central City Suburban,32,Town-Distant,N,'234,'07,'234906,VAN ISD,VAN ZANDT,N,N, 
1128,234907,E,Independent Town,32,Town-Distant,N,'234,'10,'234907,WILLS POINT ISD,VAN ZANDT,N,N, 
1129,234909,H,Rural,42,Rural-Distant,N,'234,'07,'234909,FRUITVALE ISD,VAN ZANDT,N,N, 
1130,235901,H,Rural,42,Rural-Distant,N,'235,'03,'235901,BLOOMINGTON ISD,VICTORIA,N,N, 
1131,235902,E,Independent Town,13,City-Small,N,'235,'03,'235902,VICTORIA ISD,VICTORIA,N,N, 
1132,235904,H,Rural,41,Rural-Fringe,N,'235,'03,'235904,NURSERY ISD,VICTORIA,N,N, 
1133,236801,I,Charter Schools,42,Rural-Distant,Y,'236,'06,'236801,RAVEN SCHOOL,WALKER,Y,Y, 
1134,236802,I,Charter Schools,21,Suburb-Large,Y,'236,'06,'236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,WALKER,Y,N, 
1135,236901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'236,'06,'236901,NEW WAVERLY ISD,WALKER,N,N, 
1136,236902,E,Independent Town,32,Town-Distant,N,'236,'06,'236902,HUNTSVILLE ISD,WALKER,N,N, 
1137,237902,G,Non-metropolitan Stable,32,Town-Distant,N,'237,'04,'237902,HEMPSTEAD ISD,WALLER,N,N, 
1138,237904,E,Independent Town,42,Rural-Distant,N,'237,'04,'237904,WALLER ISD,WALLER,N,N, 
1139,237905,G,Non-metropolitan Stable,41,Rural-Fringe,N,'237,'04,'237905,ROYAL ISD,WALLER,N,N, 
1140,238902,D,Other Central City Suburban,32,Town-Distant,N,'238,'18,'238902,MONAHANS-WICKETT-PYOTE ISD,WARD,N,N, 
1141,238904,H,Rural,43,Rural-Remote,N,'238,'18,'238904,GRANDFALLS-ROYALTY ISD,WARD,N,N, 
1142,239901,E,Independent Town,32,Town-Distant,N,'239,'06,'239901,BRENHAM ISD,WASHINGTON,N,N, 
1143,239903,H,Rural,42,Rural-Distant,N,'239,'06,'239903,BURTON ISD,WASHINGTON,N,N, 
1144,240801,I,Charter Schools,11,City-Large,Y,'240,'01,'240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,WEBB,Y,Y, 
1145,240901,D,Other Central City Suburban,11,City-Large,N,'240,'01,'240901,LAREDO ISD,WEBB,N,N, 
1146,240903,C,Other Central City,11,City-Large,N,'240,'01,'240903,UNITED ISD,WEBB,N,N, 
1147,240904,H,Rural,43,Rural-Remote,N,'240,'01,'240904,WEBB CISD,WEBB,N,N, 
1148,241901,G,Non-metropolitan Stable,42,Rural-Distant,N,'241,'03,'241901,BOLING ISD,WHARTON,N,N, 
1149,241902,G,Non-metropolitan Stable,42,Rural-Distant,N,'241,'03,'241902,EAST BERNARD ISD,WHARTON,N,N, 
1150,241903,E,Independent Town,32,Town-Distant,N,'241,'03,'241903,EL CAMPO ISD,WHARTON,N,N, 
1151,241904,G,Non-metropolitan Stable,32,Town-Distant,N,'241,'03,'241904,WHARTON ISD,WHARTON,N,N, 
1152,241906,H,Rural,42,Rural-Distant,N,'241,'03,'241906,LOUISE ISD,WHARTON,N,N, 
1153,242902,H,Rural,43,Rural-Remote,N,'242,'16,'242902,SHAMROCK ISD,WHEELER,N,N, 
1154,242903,H,Rural,43,Rural-Remote,N,'242,'16,'242903,WHEELER ISD,WHEELER,N,N, 
1155,242905,H,Rural,43,Rural-Remote,N,'242,'16,'242905,KELTON ISD,WHEELER,N,N, 
1156,242906,H,Rural,43,Rural-Remote,N,'242,'16,'242906,FORT ELLIOTT CISD,WHEELER,N,N, 
1157,243901,D,Other Central City Suburban,31,Town-Fringe,N,'243,'09,'243901,BURKBURNETT ISD,WICHITA,N,N, 
1158,243902,H,Rural,32,Town-Distant,N,'243,'09,'243902,ELECTRA ISD,WICHITA,N,N, 
1159,243903,D,Other Central City Suburban,31,Town-Fringe,N,'243,'09,'243903,IOWA PARK CISD,WICHITA,N,N, 
1160,243905,C,Other Central City,12,City-Midsize,N,'243,'09,'243905,WICHITA FALLS ISD,WICHITA,N,N, 
1161,243906,D,Other Central City Suburban,41,Rural-Fringe,N,'243,'09,'243906,CITY VIEW ISD,WICHITA,N,N, 
1162,244901,H,Rural,42,Rural-Distant,N,'244,'09,'244901,HARROLD ISD,WILBARGER,N,N, 
1163,244903,G,Non-metropolitan Stable,33,Town-Remote,N,'244,'09,'244903,VERNON ISD,WILBARGER,N,N, 
1164,244905,H,Rural,42,Rural-Distant,N,'244,'09,'244905,NORTHSIDE ISD,WILBARGER,N,N, 
1165,245901,H,Rural,42,Rural-Distant,N,'245,'01,'245901,LASARA ISD,WILLACY,N,N, 
1166,245902,G,Non-metropolitan Stable,32,Town-Distant,N,'245,'01,'245902,LYFORD CISD,WILLACY,N,N, 
1167,245903,D,Other Central City Suburban,32,Town-Distant,N,'245,'01,'245903,RAYMONDVILLE ISD,WILLACY,N,N, 
1168,245904,H,Rural,42,Rural-Distant,N,'245,'01,'245904,SAN PERLITA ISD,WILLACY,N,N, 
1169,246801,I,Charter Schools,12,City-Midsize,Y,'246,'13,'246801,MERIDIAN WORLD SCHOOL LLC,WILLIAMSON,Y,N, 
1170,246802,I,Charter Schools,13,City-Small,Y,'246,'13,'246802,GOODWATER MONTESSORI SCHOOL,WILLIAMSON,Y,N, 
1171,246902,G,Non-metropolitan Stable,42,Rural-Distant,N,'246,'13,'246902,FLORENCE ISD,WILLIAMSON,N,N, 
1172,246904,D,Other Central City Suburban,13,City-Small,N,'246,'13,'246904,GEORGETOWN ISD,WILLIAMSON,N,N, 
1173,246905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'246,'13,'246905,GRANGER ISD,WILLIAMSON,N,N, 
1174,246906,D,Other Central City Suburban,21,Suburb-Large,N,'246,'13,'246906,HUTTO ISD,WILLIAMSON,N,N, 
1175,246907,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'246,'13,'246907,JARRELL ISD,WILLIAMSON,N,N, 
1176,246908,D,Other Central City Suburban,41,Rural-Fringe,N,'246,'13,'246908,LIBERTY HILL ISD,WILLIAMSON,N,N, 
1177,246909,B,Major Suburban,12,City-Midsize,N,'246,'13,'246909,ROUND ROCK ISD,WILLIAMSON,N,N, 
1178,246911,G,Non-metropolitan Stable,31,Town-Fringe,N,'246,'13,'246911,TAYLOR ISD,WILLIAMSON,N,N, 
1179,246912,H,Rural,42,Rural-Distant,N,'246,'13,'246912,THRALL ISD,WILLIAMSON,N,N, 
1180,246913,B,Major Suburban,21,Suburb-Large,N,'246,'13,'246913,LEANDER ISD,WILLIAMSON,N,N, 
1181,246914,H,Rural,42,Rural-Distant,N,'246,'13,'246914,COUPLAND ISD,WILLIAMSON,N,N, 
1182,247901,E,Independent Town,32,Town-Distant,N,'247,'20,'247901,FLORESVILLE ISD,WILSON,N,N, 
1183,247903,E,Independent Town,42,Rural-Distant,N,'247,'20,'247903,LA VERNIA ISD,WILSON,N,N, 
1184,247904,G,Non-metropolitan Stable,42,Rural-Distant,N,'247,'20,'247904,POTH ISD,WILSON,N,N, 
1185,247906,H,Rural,42,Rural-Distant,N,'247,'20,'247906,STOCKDALE ISD,WILSON,N,N, 
1186,248901,D,Other Central City Suburban,32,Town-Distant,N,'248,'18,'248901,KERMIT ISD,WINKLER,N,N, 
1187,248902,H,Rural,42,Rural-Distant,N,'248,'18,'248902,WINK-LOVING ISD,WINKLER,N,N, 
1188,249901,H,Rural,42,Rural-Distant,N,'249,'11,'249901,ALVORD ISD,WISE,N,N, 
1189,249902,G,Non-metropolitan Stable,42,Rural-Distant,N,'249,'11,'249902,BOYD ISD,WISE,N,N, 
1190,249903,G,Non-metropolitan Stable,41,Rural-Fringe,N,'249,'11,'249903,BRIDGEPORT ISD,WISE,N,N, 
1191,249904,H,Rural,42,Rural-Distant,N,'249,'11,'249904,CHICO ISD,WISE,N,N, 
1192,249905,E,Independent Town,32,Town-Distant,N,'249,'11,'249905,DECATUR ISD,WISE,N,N, 
1193,249906,G,Non-metropolitan Stable,42,Rural-Distant,N,'249,'11,'249906,PARADISE ISD,WISE,N,N, 
1194,249908,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'249,'11,'249908,SLIDELL ISD,WISE,N,N, 
1195,250902,H,Rural,42,Rural-Distant,N,'250,'07,'250902,HAWKINS ISD,WOOD,N,N, 
1196,250903,E,Independent Town,32,Town-Distant,N,'250,'07,'250903,MINEOLA ISD,WOOD,N,N, 
1197,250904,E,Independent Town,32,Town-Distant,N,'250,'07,'250904,QUITMAN ISD,WOOD,N,N, 
1198,250905,H,Rural,43,Rural-Remote,N,'250,'07,'250905,YANTIS ISD,WOOD,N,N, 
1199,250906,H,Rural,42,Rural-Distant,N,'250,'07,'250906,ALBA-GOLDEN ISD,WOOD,N,N, 
1200,250907,E,Independent Town,32,Town-Distant,N,'250,'07,'250907,WINNSBORO ISD,WOOD,N,N, 
1201,251901,G,Non-metropolitan Stable,33,Town-Remote,N,'251,'17,'251901,DENVER CITY ISD,YOAKUM,N,N, 
1202,251902,H,Rural,43,Rural-Remote,N,'251,'17,'251902,PLAINS ISD,YOAKUM,N,N, 
1203,252901,G,Non-metropolitan Stable,33,Town-Remote,N,'252,'09,'252901,GRAHAM ISD,YOUNG,N,N, 
1204,252902,H,Rural,42,Rural-Distant,N,'252,'09,'252902,NEWCASTLE ISD,YOUNG,N,N, 
1205,252903,H,Rural,32,Town-Distant,N,'252,'09,'252903,OLNEY ISD,YOUNG,N,N, 
1206,253901,D,Other Central City Suburban,33,Town-Remote,N,'253,'01,'253901,ZAPATA COUNTY ISD,ZAPATA,N,N, 
1207,254901,G,Non-metropolitan Stable,33,Town-Remote,N,'254,'20,'254901,CRYSTAL CITY ISD,ZAVALA,N,N, 
1208,254902,H,Rural,43,Rural-Remote,N,'254,'20,'254902,LA PRYOR ISD,ZAVALA,N,N, 
