distname,district_id,county,dflchart,dflalted,asvab_status,tea description,nces description,charter school (y/n),tea district type,nces district type,region,cntyname,district 2023 staff: teacher student ratio,district 2022-23 total students count,district 2023 staff: all staff total full time equiv count,district 2022-23 african american students percent,district 2022-23 american indian students percent,district 2022-23 asian students percent,district 2022-23 hispanic students percent,district 2022-23 pacific islander students percent,district 2022-23 white students percent,district 2022-23 two or more races students percent,district 2022-23 economically disadvantaged students percent,district 2022-23 title i students percent,district 2022-23 special education students percent,district 2022-23 section 504 students percent,district 2022-23 bilingual/esl education students percent,district 2022-23 emergent bilingual/english learner students percent,district 2022-23 homeless students percent,district 2022-23 immigrant students percent,district 2022-23 migrant students percent,district 2022-23 military connected students percent,district 2022-23 foster care students percent,district 2022-23 gifted & talented education students percent
VISTA DEL FUTURO CHARTER SCHOOL,71809,'071,Y,N, ,Charter Schools,City-Large,Y,I,11,'19,EL PASO,15.6,332.0,59.9,4.2,0.0,0.9,87.7,0.0,5.4,1.8,58.7,100.0,6.3,3.3,36.4,38.3,0.0,0.0,0.0,9.0,0.3,0.0
EL PASO LEADERSHIP ACADEMY,71810,'071,Y,N,ASVAB Test not Offered,Charter Schools,City-Large,Y,I,11,'19,EL PASO,16.0,594.0,71.0,1.0,0.0,0.0,96.1,0.0,2.4,0.5,90.9,100.0,8.1,4.2,45.6,47.1,3.2,3.0,0.2,1.5,0.0,1.2
CLINT ISD,71901,'071,N,N, ,Major Suburban,Suburb-Large,N,B,21,'19,EL PASO,15.0,10365.0,1610.5,0.4,0.3,0.1,95.1,0.1,3.6,0.5,84.9,100.0,12.9,2.9,36.4,42.1,2.1,1.4,0.5,4.8,0.0,4.0
EL PASO ISD,71902,'071,N,N, ,Major Urban,City-Large,N,A,11,'19,EL PASO,14.2,50031.0,7202.9,3.4,0.2,1.3,84.1,0.4,8.7,2.0,75.9,87.0,11.8,6.5,43.2,36.3,0.9,0.8,0.4,9.9,0.1,12.2
FABENS ISD,71903,'071,N,N, ,Non-metropolitan Stable,Town-Fringe,N,G,31,'19,EL PASO,12.8,1931.0,348.9,0.0,0.0,0.0,99.5,0.0,0.5,0.0,92.4,100.0,15.2,7.6,45.4,52.9,3.7,1.2,5.2,2.4,0.0,3.9
SAN ELIZARIO ISD,71904,'071,N,N, ,Major Suburban,Suburb-Large,N,B,21,'19,EL PASO,16.3,3177.0,545.5,0.1,0.0,0.0,99.2,0.0,0.6,0.1,91.2,100.0,14.6,5.0,53.6,61.8,1.4,1.6,0.8,2.3,0.0,5.9
YSLETA ISD,71905,'071,N,N, ,Major Urban,City-Large,N,A,11,'19,EL PASO,14.5,36183.0,5967.9,1.1,0.1,0.3,95.1,0.1,3.1,0.2,78.3,99.7,15.1,7.1,31.0,32.4,0.8,0.8,0.2,5.6,0.2,6.6
ANTHONY ISD,71906,'071,N,N, ,Rural,Suburb-Large,N,H,21,'19,EL PASO,13.5,781.0,152.7,0.6,0.0,0.1,96.5,0.0,2.3,0.4,78.7,100.0,13.6,4.1,24.8,30.3,2.4,0.9,5.4,1.2,0.0,11.7
CANUTILLO ISD,71907,'071,N,N, ,Major Suburban,City-Large,N,B,11,'19,EL PASO,14.3,6076.0,1001.8,1.0,0.1,0.5,92.9,0.0,4.4,1.0,66.4,90.6,10.6,6.6,36.3,33.3,2.4,0.8,1.5,12.8,0.0,10.6
TORNILLO ISD,71908,'071,N,N, ,Rural,Rural-Fringe,N,H,41,'19,EL PASO,12.0,829.0,179.5,0.0,0.1,0.0,99.2,0.0,0.6,0.1,93.7,100.0,10.6,3.0,46.1,63.7,2.8,1.0,1.9,0.0,0.0,7.6
SOCORRO ISD,71909,'071,N,N, ,Major Urban,City-Large,N,A,11,'19,EL PASO,16.5,47843.0,6463.0,2.0,0.1,0.5,91.6,0.2,4.7,0.9,74.3,100.0,12.7,4.5,28.9,29.0,0.6,0.9,0.1,13.6,0.1,6.3
PREMIER HIGH SCHOOLS,72801,'072,Y,Y,ASVAB Alternative Test Offered,Charter Schools,City-Large,Y,I,11,'11,ERATH,17.1,7117.0,987.2,12.9,0.3,0.8,55.5,0.1,27.5,2.8,56.7,62.3,13.0,13.3,9.9,10.9,0.5,0.3,0.0,0.8,0.3,0.0
ERATH EXCELS ACADEMY INC,72802,'072,Y,Y, ,Charter Schools,Town-Fringe,Y,I,31,'11,ERATH,10.6,103.0,18.9,4.9,1.9,0.0,62.1,0.0,30.1,1.0,91.3,100.0,5.8,16.5,2.9,2.9,0.0,0.0,0.0,1.9,2.9,0.0
THREE WAY ISD,72901,'072,N,N, ,Rural,Rural-Distant,N,H,42,'11,ERATH,11.0,233.0,35.2,0.4,0.4,0.4,42.5,0.0,52.8,3.4,72.5,100.0,7.7,5.6,13.3,12.9,0.9,0.0,4.3,8.6,0.0,1.7
DUBLIN ISD,72902,'072,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'11,ERATH,12.5,1146.0,194.7,0.9,0.2,0.3,61.3,0.0,36.5,0.9,76.5,100.0,8.8,6.4,21.8,21.9,0.0,0.0,1.0,0.7,0.2,6.0
STEPHENVILLE ISD,72903,'072,N,N, ,Independent Town,Town-Remote,N,E,33,'11,ERATH,13.5,3730.0,485.1,1.2,0.4,1.3,37.5,0.1,56.0,3.5,50.3,70.1,15.9,7.4,13.8,14.6,0.6,0.8,0.4,5.9,0.9,7.5
BLUFF DALE ISD,72904,'072,N,N, ,Rural,Rural-Remote,N,H,43,'11,ERATH,11.4,242.0,37.7,0.4,2.1,0.4,7.4,0.8,84.7,4.1,33.5,100.0,12.4,9.5,0.0,0.0,0.8,0.0,0.0,3.7,0.0,5.8
HUCKABAY ISD,72908,'072,N,N, ,Non-metropolitan Fast Growing,Rural-Distant,N,F,42,'11,ERATH,13.0,313.0,45.7,0.0,0.3,0.0,16.3,0.0,79.6,3.8,12.5,99.4,7.7,2.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3
LINGLEVILLE ISD,72909,'072,N,N, ,Rural,Rural-Distant,N,H,42,'11,ERATH,10.7,282.0,51.7,0.4,0.0,0.0,46.8,0.0,51.4,1.4,52.8,100.0,11.0,11.0,19.9,19.9,0.0,0.7,1.4,7.1,0.0,12.8
MORGAN MILL ISD,72910,'072,N,N, ,Rural,Rural-Remote,N,H,43,'11,ERATH,10.7,117.0,18.2,0.0,0.0,0.0,11.1,0.0,82.1,6.8,49.6,100.0,6.8,7.7,0.0,0.0,0.0,0.9,0.0,3.4,0.0,12.8
CHILTON ISD,73901,'073,N,N, ,Rural,Rural-Distant,N,H,42,'12,FALLS,13.2,553.0,95.1,21.3,0.4,0.4,58.8,0.0,15.7,3.4,91.5,100.0,8.9,4.9,19.0,21.5,2.2,0.2,0.2,0.2,0.7,4.7
MARLIN ISD,73903,'073,N,N, ,Non-metropolitan Stable,Town-Distant,N,G,32,'12,FALLS,16.8,926.0,166.1,53.6,0.0,0.4,37.6,0.0,5.5,2.9,99.2,99.9,10.9,2.5,17.3,17.3,0.0,0.3,0.0,0.4,0.3,1.7
WESTPHALIA ISD,73904,'073,N,N, ,Rural,Rural-Distant,N,H,42,'12,FALLS,10.8,154.0,26.5,1.3,0.0,0.0,6.5,0.0,89.0,3.2,17.5,100.0,13.6,5.2,0.6,2.6,1.3,0.0,0.0,1.3,0.0,7.8
ROSEBUD-LOTT ISD,73905,'073,N,N, ,Rural,Rural-Distant,N,H,42,'12,FALLS,12.1,755.0,129.5,8.5,0.0,0.1,35.2,0.1,49.8,6.2,63.8,99.9,13.5,9.4,6.0,6.5,0.3,0.4,0.0,1.9,0.1,6.2
BONHAM ISD,74903,'074,N,N, ,Independent Town,Town-Distant,N,E,32,'10,FANNIN,14.0,1899.0,316.4,6.1,0.7,0.6,31.2,0.1,55.3,5.9,68.6,99.8,19.0,10.6,16.9,17.2,2.4,1.2,0.0,1.9,0.4,5.4
DODD CITY ISD,74904,'074,N,N, ,Rural,Rural-Distant,N,H,42,'10,FANNIN,12.5,331.0,47.2,0.0,0.0,0.0,11.8,0.0,85.8,2.4,38.7,100.0,14.2,3.3,2.1,2.1,0.9,0.0,0.0,2.1,0.0,3.0
ECTOR ISD,74905,'074,N,N, ,Rural,Rural-Fringe,N,H,41,'10,FANNIN,8.7,230.0,48.6,2.2,0.9,0.4,12.6,0.0,81.7,2.2,52.6,100.0,23.9,12.6,3.0,3.0,1.3,0.0,0.0,0.9,0.4,0.4
HONEY GROVE ISD,74907,'074,N,N, ,Rural,Rural-Remote,N,H,43,'08,FANNIN,12.9,617.0,100.9,6.8,0.2,0.2,22.2,0.0,64.8,5.8,59.2,64.7,16.9,13.5,9.2,9.2,2.9,0.0,0.0,4.1,0.2,6.2
LEONARD ISD,74909,'074,N,N, ,Rural,Rural-Distant,N,H,42,'10,FANNIN,11.7,814.0,143.7,1.5,0.6,0.1,22.5,0.0,68.8,6.5,59.3,44.6,12.8,13.1,5.8,6.1,1.7,0.0,0.0,1.1,0.0,5.9
SAVOY ISD,74911,'074,N,N, ,Rural,Rural-Distant,N,H,42,'10,FANNIN,10.5,319.0,59.8,0.6,0.6,0.3,11.6,0.0,83.4,3.4,56.7,58.6,16.9,11.6,2.8,2.8,0.6,0.3,0.0,0.3,0.3,7.5
TRENTON ISD,74912,'074,N,N, ,Non-metropolitan Fast Growing,Rural-Distant,N,F,42,'10,FANNIN,13.8,699.0,99.0,1.0,1.1,0.0,27.0,0.0,68.0,2.9,40.3,42.8,13.6,9.0,12.4,12.4,0.4,0.3,0.0,0.4,0.0,6.6
SAM RAYBURN ISD,74917,'074,N,N, ,Rural,Rural-Distant,N,H,42,'10,FANNIN,9.9,506.0,80.5,0.0,0.4,0.0,9.7,0.0,86.6,3.4,45.8,55.5,16.0,11.7,4.9,4.9,0.0,0.0,0.2,1.4,0.6,5.1
FLATONIA ISD,75901,'075,N,N, ,Rural,Rural-Remote,N,H,43,'13,FAYETTE,11.6,661.0,104.0,3.5,0.0,0.3,49.9,0.3,44.3,1.7,51.9,99.7,14.7,8.8,8.5,8.5,3.3,0.0,5.1,0.0,2.1,9.7
LA GRANGE ISD,75902,'075,N,N, ,Independent Town,Town-Remote,N,E,33,'13,FAYETTE,13.1,1883.0,250.5,7.8,0.2,0.3,42.3,0.0,45.7,3.8,57.6,68.9,16.6,6.4,17.4,17.6,0.8,1.0,0.0,0.8,0.2,6.4
SCHULENBURG ISD,75903,'075,N,N, ,Rural,Town-Remote,N,H,33,'13,FAYETTE,10.8,687.0,120.8,13.7,0.0,1.0,39.0,0.0,44.0,2.3,65.5,100.0,17.0,8.4,13.5,13.5,0.6,0.0,0.3,1.0,0.0,8.0
FAYETTEVILLE ISD,75906,'075,N,N, ,Rural,Rural-Remote,N,H,43,'13,FAYETTE,11.1,302.0,47.5,1.3,0.0,0.0,16.9,0.0,79.8,2.0,22.8,92.4,10.6,6.3,6.3,6.3,0.0,1.7,0.0,0.3,0.0,10.3
ROUND TOP-CARMINE ISD,75908,'075,N,N, ,Rural,Rural-Remote,N,H,43,'13,FAYETTE,10.3,254.0,47.2,2.4,0.0,0.0,24.0,0.0,70.5,3.1,35.0,55.9,10.6,7.5,10.2,10.2,0.0,0.0,0.0,6.7,1.2,3.1
ROBY CISD,76903,'076,N,N, ,Rural,Rural-Remote,N,H,43,'14,FISHER,8.8,319.0,67.3,0.9,0.0,0.0,33.5,0.0,63.9,1.6,54.5,100.0,12.5,6.9,3.4,3.4,1.9,0.0,0.9,0.0,0.0,5.0
ROTAN ISD,76904,'076,N,N, ,Rural,Rural-Remote,N,H,43,'14,FISHER,9.2,262.0,53.1,5.3,0.4,0.0,50.8,0.0,40.8,2.7,69.5,100.0,14.5,6.9,3.4,3.4,10.7,0.0,0.0,1.5,0.8,6.9
FLOYDADA COLLEGIATE ISD,77901,'077,N,N, ,Rural,Town-Distant,N,H,32,'17,FLOYD,10.6,684.0,136.3,3.5,0.0,0.3,76.6,0.1,19.0,0.4,77.2,99.7,9.8,9.1,6.9,7.3,0.9,0.4,3.4,1.9,0.0,3.7
LOCKNEY ISD,77902,'077,N,N, ,Rural,Rural-Remote,N,H,43,'17,FLOYD,9.9,407.0,82.3,2.5,0.0,0.2,81.1,0.2,16.0,0.0,79.4,44.5,11.5,13.8,4.9,4.9,0.0,0.0,3.7,5.9,0.0,7.9
CROWELL ISD,78901,'078,N,N, ,Rural,Rural-Remote,N,H,43,'09,FOARD,9.9,197.0,42.7,2.0,0.5,0.0,34.5,0.0,57.4,5.6,65.0,100.0,18.8,4.6,1.0,1.0,2.5,0.0,0.0,0.0,0.0,7.6
LAMAR CISD,79901,'079,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'04,FORT BEND,17.8,42461.0,4654.9,22.1,0.3,8.9,40.8,0.2,24.4,3.4,47.8,42.1,13.7,6.5,19.3,19.8,0.7,1.4,0.0,0.1,0.3,8.6
NEEDVILLE ISD,79906,'079,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'04,FORT BEND,14.8,3553.0,433.3,4.0,0.3,0.4,48.4,0.1,45.2,1.6,44.5,70.0,14.9,8.6,10.8,10.8,0.0,0.8,0.0,3.9,0.0,3.4
FORT BEND ISD,79907,'079,N,N, ,Major Suburban,Suburb-Large,N,B,21,'04,FORT BEND,16.6,79660.0,10213.6,27.8,0.5,27.2,26.6,0.1,13.8,3.9,50.3,20.8,12.3,4.7,20.1,20.6,0.9,1.7,0.0,2.6,0.4,6.5
STAFFORD MSD,79910,'079,N,N, ,Non-metropolitan Stable,Suburb-Large,N,G,21,'04,FORT BEND,14.3,3641.0,504.8,40.3,0.3,7.2,47.3,0.1,3.1,1.8,77.0,99.8,8.7,3.3,24.1,24.5,2.1,2.0,0.0,1.2,0.1,4.2
MOUNT VERNON ISD,80901,'080,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'08,FRANKLIN,13.0,1571.0,236.7,4.7,0.3,0.6,26.9,0.0,63.0,4.5,68.2,99.9,14.1,12.5,13.6,14.4,1.6,1.2,0.1,5.2,0.3,6.6
FAIRFIELD ISD,81902,'081,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'12,FREESTONE,12.9,1662.0,249.4,12.4,0.4,1.0,28.9,0.2,51.1,6.0,61.7,70.8,11.2,10.7,6.6,6.6,1.3,0.6,0.2,0.6,1.4,3.7
TEAGUE ISD,81904,'081,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'12,FREESTONE,13.2,1216.0,185.0,10.4,0.0,0.5,31.8,0.1,53.3,3.9,62.9,100.0,15.9,8.7,10.7,10.8,1.3,0.2,0.7,3.0,0.8,7.3
WORTHAM ISD,81905,'081,N,N, ,Rural,Rural-Distant,N,H,42,'12,FREESTONE,12.5,552.0,82.5,11.4,0.0,0.0,24.8,0.0,60.5,3.3,57.6,99.8,10.3,13.0,8.9,8.9,2.0,0.0,0.0,0.5,0.0,4.5
DEW ISD,81906,'081,N,N, ,Rural,Rural-Distant,N,H,42,'12,FREESTONE,7.1,137.0,36.0,5.8,0.0,0.7,16.8,0.0,73.7,2.9,63.5,100.0,10.2,1.5,4.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0
DILLEY ISD,82902,'082,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'20,FRIO,12.3,899.0,174.1,0.2,0.0,0.3,93.3,0.0,6.0,0.1,81.4,99.9,18.4,8.2,5.0,5.0,13.6,0.7,1.1,0.2,0.3,6.3
PEARSALL ISD,82903,'082,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'20,FRIO,15.9,2026.0,317.1,0.4,0.0,0.2,94.3,0.0,4.9,0.1,84.5,99.9,14.2,8.5,5.5,6.4,4.6,0.3,0.6,1.0,0.3,2.9
SEAGRAVES ISD,83901,'083,N,N, ,Rural,Rural-Remote,N,H,43,'17,GAINES,10.1,505.0,111.2,3.6,0.2,0.0,86.5,0.0,9.1,0.6,78.4,100.0,8.9,5.0,24.0,24.6,2.0,2.4,13.7,1.0,0.4,5.1
LOOP ISD,83902,'083,N,N, ,Rural,Rural-Remote,N,H,43,'17,GAINES,9.9,157.0,31.0,0.0,0.6,0.0,29.3,0.0,68.8,1.3,57.3,100.0,9.6,4.5,9.6,9.6,0.0,0.0,0.0,1.9,0.0,2.5
SEMINOLE ISD,83903,'083,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'17,GAINES,12.5,3011.0,483.0,0.9,0.1,0.4,55.2,0.1,42.6,0.7,57.9,100.0,15.0,6.8,17.9,18.1,0.6,3.5,0.1,0.1,0.3,3.1
ODYSSEY ACADEMY INC,84802,'084,Y,N, ,Charter Schools,Town-Fringe,Y,I,31,'04,GALVESTON,14.8,1573.0,206.5,20.0,0.6,1.0,53.3,0.3,20.2,4.8,80.3,100.0,11.6,3.3,20.5,21.2,0.5,0.7,0.0,1.8,0.7,4.2
AMBASSADORS PREPARATORY ACADEMY,84804,'084,Y,N, ,Charter Schools,Town-Fringe,Y,I,31,'04,GALVESTON,9.0,170.0,33.3,57.1,0.6,1.2,30.0,0.0,8.8,2.4,88.8,100.0,4.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
DICKINSON ISD,84901,'084,N,N, ,Other Central City Suburban,Suburb-Midsize,N,D,22,'04,GALVESTON,14.2,12360.0,1797.0,15.7,0.5,1.9,50.9,0.1,28.2,2.8,66.3,99.0,15.7,6.2,17.6,18.6,1.2,1.2,0.0,3.9,0.1,7.1
GALVESTON ISD,84902,'084,N,N, ,Other Central City Suburban,Town-Fringe,N,D,31,'04,GALVESTON,13.2,6486.0,1100.8,23.5,0.2,1.6,46.9,0.1,24.8,2.9,80.4,100.0,11.4,5.8,25.4,24.5,3.3,2.7,0.0,1.4,0.4,4.7
HIGH ISLAND ISD,84903,'084,N,N, ,Rural,Rural-Remote,N,H,43,'05,GALVESTON,8.4,151.0,37.0,0.0,1.3,2.6,11.3,0.0,79.5,5.3,59.6,100.0,18.5,9.3,0.0,0.0,4.0,0.0,0.0,0.0,0.7,6.0
TEXAS CITY ISD,84906,'084,N,N, ,Other Central City Suburban,Suburb-Midsize,N,D,22,'04,GALVESTON,14.7,7890.0,1252.7,29.3,0.2,0.3,46.0,0.0,19.5,4.6,83.0,67.1,18.9,5.5,12.7,13.2,3.3,0.2,0.0,0.8,0.2,5.0
HITCHCOCK ISD,84908,'084,N,N, ,Non-metropolitan Stable,Suburb-Midsize,N,G,22,'04,GALVESTON,16.7,1841.0,283.2,38.0,0.1,0.5,36.0,0.1,21.4,4.0,83.9,91.1,15.3,5.6,7.0,7.4,7.6,0.0,0.0,0.0,0.1,3.7
SANTA FE ISD,84909,'084,N,N, ,Other Central City Suburban,Suburb-Midsize,N,D,22,'04,GALVESTON,15.9,4343.0,664.0,1.2,0.5,0.7,26.7,0.1,68.7,2.1,53.4,99.9,13.8,7.4,6.8,6.9,0.6,0.1,0.0,2.6,0.2,3.8
CLEAR CREEK ISD,84910,'084,N,N, ,Other Central City,Suburb-Large,N,C,21,'04,GALVESTON,16.0,40693.0,5178.1,7.7,0.2,8.7,34.4,0.2,44.0,4.8,37.1,28.1,14.1,5.5,13.9,13.1,1.6,2.4,0.0,3.3,0.1,13.2
FRIENDSWOOD ISD,84911,'084,N,N, ,Other Central City Suburban,Suburb-Large,N,D,21,'04,GALVESTON,15.7,6213.0,778.3,1.6,0.2,6.4,21.0,0.2,66.0,4.7,11.8,21.1,14.4,11.6,2.8,3.0,0.0,0.5,0.0,6.8,0.0,8.8
POST ISD,85902,'085,N,N, ,Rural,Town-Distant,N,H,32,'17,GARZA,13.3,741.0,127.4,5.0,0.4,0.1,61.7,0.0,27.9,4.9,69.1,100.0,15.5,7.6,9.2,9.2,0.9,0.3,0.0,0.5,0.0,1.5
SOUTHLAND ISD,85903,'085,N,N, ,Rural,Rural-Distant,N,H,42,'17,GARZA,7.3,126.0,31.4,0.8,0.0,0.0,56.3,0.0,41.3,1.6,68.3,100.0,9.5,5.6,0.0,0.0,0.0,0.0,0.0,3.2,0.8,2.4
DOSS CONSOLIDATED CSD,86024,'086,N,N, ,Rural,Rural-Remote,N,H,43,'13,GILLESPIE,11.0,22.0,5.9,0.0,0.0,9.1,36.4,0.0,54.5,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREDERICKSBURG ISD,86901,'086,N,N, ,Independent Town,Town-Remote,N,E,33,'13,GILLESPIE,14.2,3094.0,446.6,0.3,0.1,0.6,50.9,0.0,46.5,1.5,60.0,62.8,17.3,6.9,18.3,18.5,0.4,1.8,0.1,2.6,0.2,4.8
HARPER ISD,86902,'086,N,N, ,Rural,Rural-Remote,N,H,43,'15,GILLESPIE,11.5,584.0,90.2,0.5,0.0,0.0,17.6,0.0,80.0,1.9,36.8,100.0,13.5,7.9,2.7,2.9,1.2,0.3,0.0,2.9,0.0,7.2
GLASSCOCK COUNTY ISD,87901,'087,N,N, ,Rural,Rural-Remote,N,H,43,'18,GLASSCOCK,8.6,295.0,71.3,0.0,0.0,0.0,43.1,0.0,56.3,0.7,16.9,100.0,10.8,13.2,8.5,8.5,0.7,1.4,0.0,2.0,0.3,6.4
GOLIAD ISD,88902,'088,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'03,GOLIAD,13.6,1312.0,230.6,3.6,0.3,0.5,47.0,0.0,46.5,2.2,50.6,100.0,14.3,12.7,1.1,1.3,1.8,0.0,0.0,0.9,0.2,7.3
GONZALES ISD,89901,'089,N,N, ,Non-metropolitan Stable,Town-Distant,N,G,32,'13,GONZALES,15.2,2605.0,405.6,7.9,0.2,0.2,66.4,0.1,24.3,0.9,71.2,100.0,15.9,9.3,23.0,23.6,0.6,0.6,0.2,0.8,0.4,6.3
NIXON-SMILEY CISD,89903,'089,N,N, ,Non-metropolitan Stable,Rural-Remote,N,G,43,'13,GONZALES,11.6,1045.0,217.2,1.1,0.2,0.1,74.7,0.0,22.4,1.4,83.3,99.6,19.1,8.4,19.6,20.2,2.8,0.3,0.5,1.1,0.5,8.8
WAELDER ISD,89905,'089,N,N, ,Rural,Rural-Remote,N,H,43,'13,GONZALES,9.5,290.0,64.2,5.9,0.0,0.0,85.9,0.0,7.6,0.7,95.5,100.0,14.8,2.1,29.3,29.7,9.3,0.0,3.1,0.7,0.0,3.8
LEFORS ISD,90902,'090,N,N, ,Rural,Rural-Distant,N,H,42,'16,GRAY,10.2,187.0,34.7,0.0,0.5,1.6,16.6,0.0,77.5,3.7,61.5,100.0,18.7,8.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,7.5
MCLEAN ISD,90903,'090,N,N, ,Rural,Rural-Remote,N,H,43,'16,GRAY,9.9,198.0,40.6,0.5,0.0,0.0,16.7,0.0,77.3,5.6,64.6,100.0,17.2,10.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAMPA ISD,90904,'090,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'16,GRAY,14.6,3441.0,519.6,2.6,0.4,0.5,49.3,0.0,44.8,2.5,63.5,69.5,17.6,8.2,18.3,18.7,1.9,0.6,0.0,1.5,0.6,7.5
GRANDVIEW-HOPKINS ISD,90905,'090,N,N, ,Rural,Rural-Remote,N,H,43,'16,GRAY,7.4,44.0,12.7,0.0,0.0,0.0,25.0,0.0,75.0,0.0,9.1,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELLS ISD,91901,'091,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'10,GRAYSON,12.5,963.0,130.4,0.5,1.2,0.5,10.7,0.6,80.3,6.1,41.3,45.9,16.1,10.9,1.7,1.8,0.4,0.0,0.0,0.0,0.0,7.2
COLLINSVILLE ISD,91902,'091,N,N, ,Rural,Rural-Distant,N,H,42,'10,GRAYSON,11.0,537.0,96.9,1.3,0.4,0.0,21.2,0.0,75.0,2.0,53.4,55.5,18.2,9.5,5.8,6.1,0.9,0.0,0.0,5.4,0.4,3.5
DENISON ISD,91903,'091,N,N, ,Other Central City Suburban,City-Small,N,D,13,'10,GRAYSON,13.8,4868.0,613.0,9.3,1.5,0.6,24.4,0.0,53.6,10.5,62.3,42.1,16.5,8.8,9.4,9.6,0.9,0.6,0.0,0.5,0.2,3.0
HOWE ISD,91905,'091,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'10,GRAYSON,12.6,1283.0,184.3,2.7,0.5,0.4,29.1,0.1,61.6,5.8,53.1,72.6,17.1,11.3,11.6,11.8,0.1,0.9,0.0,3.8,0.3,3.9
SHERMAN ISD,91906,'091,N,N, ,Other Central City,City-Small,N,C,13,'10,GRAYSON,12.8,7767.0,1115.0,11.7,0.8,2.9,45.6,0.1,32.2,6.8,79.0,93.4,17.3,9.5,27.1,27.4,5.1,0.3,0.0,0.0,0.0,9.8
TIOGA ISD,91907,'091,N,N, ,Rural,Rural-Distant,N,H,42,'10,GRAYSON,11.2,719.0,123.4,0.1,0.4,0.1,20.9,0.0,75.2,3.2,29.8,100.0,14.0,16.0,6.8,7.1,0.6,0.3,0.0,3.9,0.4,8.3
VAN ALSTYNE ISD,91908,'091,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'10,GRAYSON,14.7,2285.0,274.5,2.0,0.7,2.5,20.3,0.0,69.8,4.8,22.9,26.2,14.7,15.1,4.2,4.5,0.1,0.1,0.0,10.9,0.2,4.8
WHITESBORO ISD,91909,'091,N,N, ,Other Central City Suburban,Town-Distant,N,D,32,'10,GRAYSON,14.6,1712.0,234.2,0.8,1.5,0.7,19.8,0.3,72.0,4.9,54.7,73.0,17.8,9.2,7.1,7.4,2.6,0.5,0.0,2.7,0.5,3.0
WHITEWRIGHT ISD,91910,'091,N,N, ,Rural,Rural-Distant,N,H,42,'10,GRAYSON,12.2,788.0,108.9,2.8,0.9,0.3,15.0,0.1,74.9,6.1,51.8,72.1,15.2,12.6,5.8,5.8,3.8,0.3,0.0,1.3,0.5,10.3
POTTSBORO ISD,91913,'091,N,N,ASVAB Alternative Test Offered,Other Central City Suburban,Suburb-Small,N,D,23,'10,GRAYSON,14.4,1489.0,202.0,0.2,2.1,0.5,9.1,0.0,80.6,7.6,37.1,36.5,12.6,17.5,1.3,1.4,0.3,0.0,0.0,8.1,0.1,4.9
S AND S CISD,91914,'091,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'10,GRAYSON,12.1,943.0,146.4,0.4,0.3,0.6,18.7,0.2,74.3,5.4,43.4,35.1,16.6,12.3,6.0,6.0,1.0,0.3,0.0,6.3,0.5,3.9
GUNTER ISD,91917,'091,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'10,GRAYSON,10.8,1158.0,268.7,1.3,0.5,0.4,20.1,0.2,73.9,3.5,20.8,35.8,11.3,13.4,5.4,5.6,1.6,0.2,0.0,4.6,0.7,7.8
TOM BEAN ISD,91918,'091,N,N, ,Rural,Rural-Distant,N,H,42,'10,GRAYSON,10.8,666.0,108.0,1.4,1.7,0.3,15.6,0.0,79.1,2.0,45.5,47.6,13.1,11.9,6.0,5.9,0.2,0.0,0.0,0.8,0.2,2.9
EAST TEXAS CHARTER SCHOOLS,92801,'092,Y,Y, ,Charter Schools,City-Small,Y,I,13,'07,GREGG,11.0,136.0,15.1,2.9,1.5,0.0,21.3,0.0,70.6,3.7,30.1,0.0,9.6,12.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
GLADEWATER ISD,92901,'092,N,N,ASVAB Test not Offered,Other Central City Suburban,Suburb-Small,N,D,23,'07,GREGG,12.4,1755.0,303.6,20.6,0.2,0.6,18.2,0.1,52.9,7.4,79.2,100.0,18.3,8.6,6.8,7.1,0.9,0.0,0.1,1.6,0.7,5.8
